word,count,doc_count
людемъ,77,43
зе,75,43
дабы,74,43
що,130,42
дьнь,73,43
нашъ,69,43
домой,67,43
зелени,57,43
краю,54,43
лѣта,54,43
травы,54,43
храмъ,106,42
царство,161,41
аки,101,42
старче,88,42
тайна,80,42
добрымъ,78,42
быти,75,42
черезъ,74,42
дитя,70,42
скорби,70,42
сомъ,67,42
чиста,64,42
лѧ,64,42
над,62,42
звѣ,118,41
вре,61,42
добрыми,58,42
сию,54,42
подобно,53,42
ночи,52,42
лица,49,42
людие,104,41
самъ,47,42
двѣ,46,42
просто,45,42
сї,99,41
сни,88,41
чь,85,41
дастъ,82,41
даде,71,41
снѣгъ,70,41
тайнъ,64,41
твой,62,41
мною,57,41
милости,54,41
лице,49,41
лучи,47,41
тот,46,41
сынъ,99,40
лесъ,96,40
князь,262,37
показа,75,40
ху,129,39
тьмы,72,40
благодарю,66,40
добрые,64,40
юный,63,40
великимъ,62,40
свѣтѣ,62,40
велико,60,40
видѣша,59,40
знали,59,40
тьму,56,40
небе,53,40
ночь,49,40
никто,49,40
живутъ,105,39
глубоко,48,40
весь,45,40
єсть,101,39
крѣ,91,39
оу,147,38
пла,88,39
звѣри,80,39
рь,134,38
бꙑ,134,38
саду,74,39
веры,74,39
дары,71,39
бяху,69,39
божию,64,39
злые,64,39
ангела,63,39
горе,61,39
твоего,58,39
денъ,57,39
семъ,57,39
глас,57,39
красота,56,39
гора,56,39
без,54,39
бойся,49,39
тому,46,39
шелъ,90,38
книги,76,38
чисто,72,38
мудрый,72,38
дѧ,69,38
великою,63,38
свѣтомъ,63,38
многихъ,63,38
села,59,38
любимъ,58,38
жа,56,38
природы,55,38
золото,54,38
ити,48,38
глазами,48,38
маломъ,39,38
сѫ,93,37
ѥстъ,140,36
пѣснь,82,37
источникъ,76,37
одну,69,37
ско,66,37
щꙋ,62,37
идеже,62,37
жда,61,37
идѣ,58,37
помози,55,37
вопроси,54,37
деревья,54,37
твоє,53,37
красотѣ,52,37
истина,51,37
тьмѣ,49,37
храбръ,105,36
ходи,48,37
разумъ,47,37
небесный,47,37
дней,47,37
нами,47,37
ижє,214,34
горами,38,37
ст,90,36
юноши,89,36
её,85,36
долгое,78,36
сте,74,36
море,70,36
миру,62,36
дати,60,36
всеми,60,36
цр,169,34
зѣло,54,36
иде,54,36
понял,53,36
господу,53,36
вѣра,52,36
мою,51,36
богатство,51,36
через,48,36
ею,47,36
емъ,46,36
пред,44,36
мати,99,35
радостно,42,36
силой,40,36
вами,40,36
рекъ,266,32
добрый,88,35
взѧ,78,35
ле,77,35
рдцѣ,75,35
гу,71,35
ру,64,35
веру,61,35
место,59,35
хотѣ,58,35
знание,57,35
никогда,55,35
можно,54,35
молитва,54,35
лу,53,35
ꙁа,106,34
знания,48,35
красоты,46,35
живѣ,46,35
говорили,46,35
лє,99,34
народъ,98,34
горъ,41,35
добру,40,35
своим,40,35
ним,40,35
стал,39,35
гл,147,33
добродетели,81,34
х,81,34
нїи,76,34
тѣмъ,72,34
истины,71,34
пре,70,34
етъ,66,34
сърдце,65,34
можемъ,63,34
идѣже,116,33
небесныхъ,59,34
боже,56,34
бли,55,34
рою,52,34
взя,51,34
мене,46,34
зверей,46,34
многи,43,34
бог,43,34
звезды,42,34
силе,42,34
пели,42,34
может,42,34
токмо,41,34
мала,41,34
вокруг,41,34
жды,40,34
своем,39,34
живаше,38,34
н,84,33
видѧ,82,33
бѧ,78,33
животъ,77,33
ци,63,33
существа,63,33
хлѣба,57,33
сына,55,33
благословение,55,33
помогу,54,33
полѣ,53,33
истину,52,33
славы,52,33
потому,51,33
больше,48,33
блага,47,33
жде,46,33
собра,43,33
своє,43,33
силѣ,43,33
великому,42,33
здѣ,42,33
стало,41,33
играти,41,33
около,41,33
ваша,38,33
руку,37,33
мудростью,37,33
глубокой,34,33
благода,72,32
дарова,68,32
божии,66,32
божие,66,32
чудесъ,66,32
волю,65,32
проси,62,32
вера,62,32
божией,62,32
оба,57,32
слушати,57,32
тайну,56,32
также,54,32
пришли,53,32
скорбь,51,32
пещеру,51,32
моря,50,32
лѣтъ,49,32
многа,49,32
древа,48,32
птици,48,32
этомъ,46,32
после,46,32
опасности,46,32
словами,46,32
каждом,44,32
зы,41,32
живѧ,40,32
вѣки,38,32
посла,38,32
вдругъ,38,32
принесе,35,32
людямъ,89,31
отче,79,31
любити,74,31
це,68,31
царю,66,31
звѣзда,119,30
имѣлъ,62,31
цвѣтъ,61,31
ходилъ,59,31
шꙋ,58,31
божия,56,31
щѧ,55,31
нїемъ,53,31
голосъ,51,31
любови,51,31
храбрости,50,31
темъ,50,31
великихъ,48,31
ваше,47,31
святыхъ,45,31
пи,45,31
эти,45,31
камни,43,31
кы,43,31
м,42,31
едина,40,31
далече,38,31
нем,38,31
тихимъ,37,31
прежде,34,31
среди,33,31
городъ,84,30
братъ,83,30
садъ,74,30
огнь,74,30
роди,69,30
дре,68,30
сокровища,68,30
рекоша,67,30
имамъ,65,30
ну,63,30
ннъ,229,27
богомъ,58,30
обители,58,30
ніе,57,30
би,55,30
сказали,52,30
песнь,52,30
услыша,51,30
могли,51,30
богданъ,334,25
божій,50,30
брате,48,30
ме,48,30
храбрость,48,30
гласа,47,30
рыбы,47,30
лнце,45,30
граде,45,30
передъ,44,30
смѣ,44,30
щь,43,30
єси,43,30
истории,42,30
вѧ,42,30
други,41,30
наша,41,30
слышалъ,39,30
полны,38,30
дух,37,30
высоки,35,30
сно,35,30
памяти,33,30
высоко,33,30
хлѣ,75,29
доброго,69,29
естъ,69,29
врѣмѧ,64,29
моѧ,64,29
прѣ,64,29
борисъ,234,26
мѹ,62,29
душе,56,29
рады,54,29
твоѧ,53,29
красна,52,29
премудрость,51,29
взялъ,51,29
спросилъ,48,29
училъ,47,29
человекъ,102,28
рѣцѣ,45,29
тобо,44,29
злой,44,29
любила,43,29
сърце,43,29
вѣтеръ,41,29
людям,41,29
даже,40,29
великаго,40,29
мудрымъ,39,29
узрѣ,38,29
твоей,37,29
великого,37,29
радостію,37,29
небес,37,29
этом,35,29
пещеры,35,29
друг,35,29
г,91,28
долины,34,29
бє,34,29
духомъ,33,29
один,33,29
нынѣ,32,29
имени,32,29
этой,31,29
бя,71,28
рѣша,184,26
тръ,125,27
добрꙑ,67,28
доброславъ,347,23
въсѣ,56,28
болѣ,55,28
силъ,55,28
гнѣ,54,28
другу,53,28
добрыхъ,52,28
молитвѣ,52,28
взявъ,50,28
божий,48,28
жена,47,28
снь,103,27
нашелъ,46,28
поняли,46,28
древнихъ,46,28
говорилъ,46,28
отроча,45,28
начаша,44,28
дѡ,44,28
жъ,42,28
которое,41,28
всякъ,41,28
вѣрѣ,41,28
благодарили,41,28
ходити,40,28
рѧ,40,28
начала,39,28
своѥ,39,28
счастье,39,28
искать,38,28
начало,37,28
этого,37,28
любовию,37,28
слезы,36,28
прїѧ,36,28
прише,35,28
красотою,35,28
вернулся,34,28
нею,34,28
позна,34,28
сихъ,32,28
старости,32,28
вокругъ,31,28
паде,31,28
око,28,28
бу,65,27
должны,62,27
чу,59,27
стефанъ,284,23
люде,56,27
показалъ,53,27
имѣти,52,27
дальше,50,27
зверь,48,27
сотвори,47,27
нуждающимся,47,27
часть,47,27
дрости,45,27
шаше,44,27
мє,44,27
свѣтла,43,27
пойду,43,27
чудесахъ,43,27
вѣтръ,98,26
пѣти,96,26
водѣ,39,27
лою,39,27
ѧше,39,27
може,38,27
небесъ,38,27
менемъ,37,27
будто,37,27
призва,35,27
всё,35,27
ж,34,27
пришелъ,33,27
ждь,33,27
добрая,89,26
бою,32,27
страшно,32,27
дѣтей,32,27
хощу,88,26
небѣ,31,27
будет,31,27
вечно,31,27
князя,87,26
утро,30,27
малѣ,29,27
повествую,28,27
веки,27,27
селе,81,26
ивана,78,26
хорошо,65,26
ближнимъ,62,26
вꙑ,58,26
сі,58,26
нашего,57,26
животныхъ,56,26
срѣ,56,26
рдце,54,26
дру,53,26
стꙋ,108,25
домꙋ,51,26
видѣхъ,51,26
дръ,51,26
народа,49,26
повелѣ,47,26
ради,46,26
нѣмъ,46,26
человека,45,26
шати,44,26
пошла,44,26
власть,44,26
приидоша,44,26
злыхъ,43,26
смире,43,26
одного,42,26
нашли,42,26
моемъ,41,26
чѣ,40,26
помните,40,26
бой,40,26
водою,39,26
помнить,39,26
услышалъ,38,26
великие,38,26
берегу,36,26
повѣсть,35,26
идти,35,26
злы,34,26
сказал,34,26
звезда,30,26
эта,30,26
ами,29,26
дорогу,29,26
дали,28,26
мꙑ,74,25
йде,72,25
чѧ,69,25
братья,67,25
ль,62,25
молитися,60,25
жь,56,25
прїи,50,25
лаше,48,25
слышавъ,48,25
храни,48,25
госпо,48,25
шася,47,25
надежда,47,25
пещерѣ,46,25
цы,45,25
жители,44,25
мракъ,44,25
дуба,43,25
жела,40,25
другимъ,40,25
принести,40,25
молитвами,40,25
здравствуй,39,25
любя,39,25
учиться,38,25
ищи,38,25
другомъ,38,25
истинное,37,25
великій,37,25
дѣлѣ,36,25
вѣща,35,25
златы,35,25
ища,35,25
ваши,35,25
ищу,35,25
оста,34,25
вомъ,33,25
которую,33,25
знала,33,25
реши,89,24
ветра,32,25
кро,32,25
помощью,32,25
полнъ,30,25
сътвори,30,25
страшенъ,30,25
высокой,30,25
неба,29,25
своею,29,25
многими,29,25
исполненъ,29,25
небесе,29,25
милосердие,29,25
доброте,29,25
така,29,25
ликъ,27,25
пришло,27,25
высокими,26,25
зная,26,25
волкъ,78,24
съмъ,71,24
сіе,70,24
бѣаху,69,24
дѹ,68,24
михаилъ,124,23
кꙑ,65,24
шъ,59,24
пра,57,24
вѣкъ,54,24
встрѣтилъ,52,24
ку,51,24
храма,45,24
наши,43,24
тра,42,24
беше,42,24
вьсѣ,42,24
дрꙋ,42,24
покажу,41,24
зды,40,24
ска,40,24
вѣсть,40,24
рецъ,96,23
могутъ,39,24
дьни,39,24
цꙋ,39,24
грѣ,39,24
приходили,38,24
дѣлъ,37,24
щеши,37,24
томь,37,24
нѧ,37,24
дѣша,37,24
пъ,36,24
словъ,35,24
умъ,35,24
посмотрѣ,35,24
вѣтра,34,24
крылья,34,24
доброй,34,24
воля,34,24
голос,34,24
живѣаше,33,24
жизнью,33,24
кѣ,33,24
готовъ,32,24
ахъ,32,24
своѧ,32,24
свету,32,24
внимательно,31,24
златомъ,31,24
помогать,31,24
высокихъ,31,24
слезами,31,24
добре,30,24
единожды,30,24
божіи,30,24
любѧ,30,24
хотя,30,24
лати,30,24
снова,30,24
трокъ,86,23
истинно,29,24
подобны,28,24
исполнено,28,24
духом,27,24
каждого,25,24
будете,81,23
внутри,24,24
дно,24,24
девица,61,23
шедъ,56,23
сестры,55,23
звѣздъ,47,23
добрꙋ,46,23
мла,46,23
послуша,45,23
понялъ,44,23
решилъ,42,23
могла,41,23
пу,41,23
мѫ,39,23
печа,39,23
другихъ,39,23
моего,37,23
кь,37,23
говори,36,23
увидел,36,23
начѧ,36,23
золота,36,23
источника,35,23
вѣчно,35,23
ленъ,34,23
видъ,34,23
вѣры,33,23
жꙋ,33,23
аꙁъ,89,22
камени,32,23
душою,32,23
жѣ,32,23
старая,32,23
отправился,32,23
радостию,31,23
вещи,31,23
серде,30,23
тайнахъ,30,23
слънце,30,23
об,30,23
власти,29,23
милостивъ,29,23
вселенной,29,23
птиц,29,23
мудрого,29,23
духи,29,23
дале,29,23
миромъ,29,23
свете,29,23
млада,27,23
звуки,27,23
которомъ,26,23
нашихъ,25,23
ничто,25,23
велик,25,23
места,25,23
сильна,24,23
потомъ,24,23
хи,80,22
человѣкъ,68,22
очень,67,22
премудрости,66,22
мечъ,58,22
чловѣка,56,22
су,54,22
бѡ,49,22
пришедъ,47,22
есмъ,44,22
види,44,22
рѣчє,100,21
мать,42,22
живо,41,22
страну,41,22
видѣла,40,22
ꙁъ,40,22
матери,40,22
увидѣлъ,39,22
послалъ,38,22
хощеши,38,22
луны,38,22
друзьями,38,22
храмѣ,37,22
свѣти,37,22
мощь,37,22
ивану,37,22
горахъ,37,22
чего,36,22
такое,35,22
достїю,35,22
продолжалъ,35,22
история,35,22
помогъ,35,22
шла,34,22
единаго,34,22
ближнихъ,32,22
божія,32,22
поняла,31,22
живѣше,31,22
рєчє,31,22
благословенъ,30,22
улыбнулся,29,22
светом,29,22
богатства,29,22
вот,29,22
лицо,28,22
глубинѣ,27,22
старого,27,22
вѣтви,26,22
домѣ,26,22
дерева,25,22
вижу,24,22
силен,24,22
тихъ,23,22
ежедневно,22,22
драконъ,135,20
царства,70,21
сїи,59,21
бѣху,55,21
тѹ,51,21
дѣва,47,21
имѣю,45,21
старый,45,21
морю,45,21
отцу,45,21
рѣку,44,21
узнали,40,21
пустыни,39,21
тѡ,39,21
ѥдинъ,38,21
вла,38,21
шесѧ,36,21
вїю,36,21
спроси,36,21
будешь,35,21
гомъ,34,21
будемъ,33,21
шавъ,33,21
вї,33,21
домо,32,21
новые,32,21
ніи,31,21
молился,31,21
вѣмъ,30,21
этотъ,30,21
надежду,30,21
зꙋ,30,21
почему,29,21
нїю,29,21
смерти,28,21
хранитъ,28,21
тъма,28,21
видяще,28,21
ломъ,28,21
согласии,28,21
юще,28,21
злѣ,27,21
жемъ,27,21
именем,27,21
почто,27,21
смиренъ,27,21
твоѥ,27,21
тре,27,21
возврати,26,21
моей,26,21
возвратися,26,21
великом,26,21
ими,25,21
благи,25,21
продолжали,25,21
пение,25,21
тишина,24,21
играше,24,21
ярче,24,21
одна,24,21
рода,24,21
своё,24,21
воли,24,21
мѣста,23,21
вечеръ,23,21
приступи,23,21
едва,23,21
искры,23,21
любопытенъ,22,21
сил,22,21
сама,22,21
дом,22,21
сна,21,21
сами,21,21
листья,21,21
медведь,63,20
рє,48,20
тва,48,20
богатъ,46,20
нна,45,20
небесное,43,20
помочи,40,20
образъ,39,20
решили,39,20
слушать,38,20
правдѣ,38,20
дѣлати,38,20
небесныя,38,20
сестра,37,20
добри,36,20
шеся,36,20
єгда,36,20
граду,35,20
пѣли,34,20
надежды,34,20
видѣвше,33,20
ютъ,33,20
рассказалъ,33,20
дождь,33,20
злоба,33,20
остался,32,20
многъ,32,20
гласы,32,20
одномъ,32,20
дщерь,32,20
благочестивъ,31,20
зверя,31,20
идите,31,20
пойти,31,20
цветовъ,31,20
мнѡ,31,20
прї,30,20
родители,30,20
живетъ,30,20
р,30,20
нашемъ,29,20
слушали,29,20
остави,29,20
вѣковъ,28,20
жену,28,20
повѣсти,27,20
рекѣ,27,20
понять,27,20
єдинъ,27,20
понимать,27,20
широка,27,20
живъ,27,20
симъ,26,20
днѧ,26,20
видишь,26,20
видѣше,26,20
эту,26,20
живу,25,20
блиста,25,20
творя,25,20
коли,25,20
познати,25,20
правду,24,20
страх,24,20
положи,23,20
которой,23,20
добротою,23,20
собой,22,20
быстро,22,20
далеко,22,20
благодарность,22,20
слышали,22,20
великих,22,20
вернулись,21,20
дар,21,20
взяла,21,20
навсегда,21,20
час,21,20
животных,58,19
хꙑ,51,19
древо,48,19
нѡ,43,19
царствѣ,42,19
рю,40,19
слъ,40,19
встрѣтили,38,19
болѣзни,37,19
ходили,37,19
понеже,37,19
врагъ,36,19
мѡ,35,19
сли,34,19
научился,34,19
дело,34,19
благочестива,34,19
мощи,33,19
хотѣлъ,33,19
динъ,33,19
обитель,33,19
всяко,33,19
господень,31,19
тѣло,31,19
бразъ,31,19
тро,30,19
слушаше,30,19
пришла,30,19
любитъ,29,19
шумъ,29,19
ву,29,19
каждое,29,19
твѣ,29,19
реку,28,19
малые,28,19
твоемъ,28,19
небеснаго,28,19
края,27,19
правды,27,19
святой,27,19
изыде,26,19
церкви,26,19
злобы,26,19
сія,26,19
бои,25,19
повѣ,25,19
слове,25,19
внима,25,19
вєликъ,25,19
огонь,25,19
лежитъ,24,19
кою,24,19
дорога,24,19
всѧкъ,24,19
слову,23,19
малѣмъ,23,19
золотомъ,23,19
исполнены,23,19
мени,23,19
помнили,23,19
верою,23,19
тѣни,23,19
гласи,23,19
средѣ,22,19
сѣдѣ,22,19
любяше,22,19
каждой,22,19
трава,22,19
юнъ,22,19
звёзды,22,19
малое,21,19
буди,21,19
стояли,21,19
небесные,21,19
тех,21,19
которыхъ,21,19
л,77,18
помня,20,19
перья,20,19
красотой,20,19
высокую,19,19
ярко,19,19
откуда,19,19
нас,19,19
имѣетъ,73,18
иоаннъ,126,17
лесѣ,65,18
младенецъ,65,18
бориса,65,18
звѣрь,49,18
ангели,47,18
вра,47,18
чести,43,18
медъ,43,18
рада,41,18
вѣру,39,18
онѣ,38,18
добротѣ,38,18
землі,38,18
кое,37,18
говорити,37,18
вьсѧ,37,18
златъ,36,18
болѣзнь,35,18
дꙑ,35,18
слу,34,18
знати,34,18
божію,33,18
гд,88,17
има,31,18
мъдрость,30,18
благослове,30,18
слꙋша,30,18
добродетель,30,18
єстъ,29,18
скоро,29,18
ответилъ,28,18
игрꙑ,28,18
своꙗ,27,18
никтоже,27,18
єже,27,18
злая,27,18
тї,27,18
цвѣти,26,18
еши,26,18
тисѧ,26,18
землѧ,26,18
крыла,26,18
разум,26,18
такова,26,18
ничего,25,18
научу,25,18
єтъ,25,18
нея,25,18
старцемъ,24,18
слушая,24,18
хранитель,24,18
святаго,24,18
познания,24,18
молитвою,24,18
говорила,24,18
софия,137,16
добрых,23,18
внезапно,23,18
голоса,23,18
люблю,23,18
отрока,23,18
рассказывали,23,18
полно,23,18
увидели,23,18
