word,count,doc_count
domāja,282,200
gribu,371,197
kuru,254,200
gribēja,316,198
esam,336,197
balsi,271,198
lapām,299,197
koki,283,197
priecīgs,383,192
darīt,265,195
kuras,265,195
sev,265,195
dabu,357,192
kuri,308,193
vecā,322,192
jāatrod,263,193
mazais,322,190
kādā,226,192
zemi,296,190
pavisam,251,191
atgriezties,278,190
dzīvi,299,189
tika,263,189
prieks,261,189
burvju,796,175
auga,249,189
varu,270,186
lidoja,380,183
atklāt,301,185
gaisā,250,186
taču,275,185
runāt,332,182
gaismas,348,181
smaidu,231,184
pamanīja,237,183
parādījās,232,183
prieka,239,182
ak,265,181
jābūt,259,180
stāstīt,333,178
pasaule,318,178
draugus,274,179
atskanēja,273,179
atvēra,234,180
notika,229,180
atceries,247,179
vienkārši,230,179
meklēja,229,179
dziesmu,356,175
bērniem,354,175
patīk,342,175
lielā,254,177
sen,215,178
vieta,243,177
skrēja,271,176
garām,229,177
runāja,227,176
mazo,223,176
sava,222,176
virs,251,175
nāca,236,175
ap,230,175
akmens,482,168
pāri,264,173
mazas,217,174
mazliet,244,173
redzējis,260,172
līdzi,213,173
dabas,328,170
dzīvo,237,172
šoreiz,227,172
vasaras,303,170
tālu,257,171
cilvēki,364,168
ziedus,268,170
mieru,261,170
spoži,216,171
tālāk,229,170
skaistā,190,171
mīlestība,329,167
kamēr,198,170
spēlējās,215,169
lietus,515,161
dzīvniekiem,359,164
svarīgi,242,167
ārā,272,166
zēns,333,164
paņēma,232,166
noslēpumus,318,163
zaļā,268,164
pamāja,224,165
piedzīvojumu,248,164
palīdzību,223,164
sauli,266,162
laikā,215,163
daudziem,300,160
draudzību,256,161
priecīga,297,159
zariem,208,161
saprast,237,160
atgādināja,198,161
jutās,214,160
ātri,213,160
satika,272,158
nonāca,229,158
cilvēkiem,333,155
lapu,313,155
skaistas,205,157
gaidīja,202,157
mājā,232,156
zini,231,156
rītu,189,157
labs,261,155
mēģināja,221,156
gandrīz,216,156
visā,200,156
jauna,197,156
trīs,346,152
acīs,192,156
ziemas,532,147
drosmi,224,155
visām,216,155
dziedāt,341,151
notiek,204,154
māju,268,152
jauns,190,154
mierīgi,187,154
ilgi,185,154
zvaigžņu,633,142
deva,211,153
vietā,199,153
zināt,233,152
mazi,183,153
brīža,175,153
ceļojumu,309,148
tomēr,227,150
reizi,183,151
atrodas,195,150
pilnīgi,191,150
drīz,202,149
lielas,181,149
apstājās,178,149
šķita,194,148
dienām,221,147
īpaša,187,147
tāpat,181,147
dzīvnieki,333,143
īpašs,178,147
iekšā,213,146
spēcīgs,196,144
parādīja,194,144
savās,186,144
joprojām,185,144
spēks,220,143
spēles,248,142
ceļojums,245,142
putniem,203,143
latvijas,216,142
neviens,172,143
sniega,706,129
noslēpumiem,267,140
laimīgs,208,141
visur,191,141
sasniedza,182,141
norādīja,182,141
čukstēja,179,141
prom,177,141
upes,269,138
uzzināja,225,139
spēlēja,213,139
vēju,242,138
redzi,197,139
tām,183,139
spēlēties,238,137
gatavi,209,137
viegli,164,138
vietas,196,137
skaisto,173,137
noslēpums,277,134
pavasara,325,132
beidzās,150,136
rīta,187,135
dažādu,221,134
otram,217,134
pirms,166,135
savai,220,133
nopūtās,181,134
īpašu,170,134
gatava,195,133
nē,183,133
lielo,179,133
nelielu,160,133
piekrita,158,133
neparastu,152,133
dzīvnieku,223,131
zvaigznēm,314,128
parasti,159,132
iemācījās,196,131
rītā,157,132
pati,156,132
krāsām,187,131
domāt,215,130
rūpīgi,163,131
dzīvot,200,130
vajag,190,130
darbu,189,130
priekšā,148,131
pilnu,146,131
vārdus,157,130
justies,264,127
vēlreiz,175,129
bez,168,129
esat,194,128
meklējot,154,129
mamma,571,118
pilnas,145,129
gadu,183,128
pienāca,144,128
pasakas,257,125
smējās,163,127
daļa,218,125
valdīja,159,126
vispirms,158,126
vecu,172,125
katram,163,125
slēpjas,161,125
dažām,247,122
nezinu,168,124
dārzu,237,122
katrā,187,123
paskaidroja,142,124
apkārtni,138,124
dejoja,169,123
šie,156,123
dziļu,140,123
strādāja,178,122
laikos,133,123
vecais,247,120
putnus,159,122
dārzā,271,119
atnesa,154,122
pazuda,147,122
ieradās,145,122
atvadījās,145,122
cilvēku,198,120
mājām,153,121
dzirdējis,149,121
sākumā,141,121
pacēlās,138,121
sajuta,165,120
labu,194,119
spilgti,148,120
brīdī,139,120
reizēm,167,119
ciematā,205,118
vēlas,165,119
skaņas,197,118
piebilda,155,119
uzreiz,145,119
stari,145,119
uzzināt,178,118
mežam,178,118
pārāk,170,118
kalnu,207,117
mana,162,118
bērnu,198,117
zilas,157,118
pirmais,146,118
citus,141,118
skaistums,178,117
varēs,156,117
krūmiem,150,117
gudrs,135,117
priecājās,142,116
malā,134,116
divi,130,116
daudzām,201,114
piedzīvojumi,149,115
skatīties,183,114
māja,179,114
nakts,290,111
mans,159,114
zāles,157,114
citas,152,114
tikpat,145,114
neko,144,114
sveika,175,113
vērojot,134,114
gaismā,131,114
jūras,615,101
piedzīvojumus,146,113
piedzīvojums,145,113
zara,173,112
iepriekš,134,113
klāt,129,113
sniegs,239,110
kalna,225,110
cieši,140,112
dažādiem,162,111
lietām,150,111
rokās,137,111
stāsta,146,110
dzirdēt,144,110
juta,138,110
vējā,134,110
ūdeni,161,109
noslēpumi,184,108
ozols,331,104
slēpās,138,109
siltumu,135,109
piegāja,131,109
laba,165,108
labāk,143,108
dzīves,174,107
kam,132,108
iespējams,126,108
naktī,192,106
te,140,107
zieds,251,104
brīnumu,168,106
dažādi,127,107
kļūt,164,106
rudens,316,102
redzējusi,151,106
senos,112,107
grūti,134,106
rokas,134,106
ienāca,131,106
vārds,129,106
tāds,123,106
putns,290,101
bijis,136,105
pastāstīja,129,105
gaiši,126,105
ceļa,142,104
vaicāja,142,104
klausīties,135,104
atradis,134,104
cerību,133,104
izgāja,133,104
lidot,283,100
klusi,118,104
kuram,151,103
pļavas,185,102
pļavu,184,102
dažādus,145,103
šķiet,137,103
zina,127,103
dažādas,163,102
pamazām,117,103
sekoja,122,102
maigi,121,102
turpinājās,118,102
balsī,110,102
dzīve,138,101
grāmatas,173,100
māte,248,98
akmeni,209,99
daudzi,128,101
pateicās,127,101
krāsā,127,101
tādu,124,101
gaisu,121,101
lasīt,156,100
daudzus,193,99
baltu,114,101
roberts,917,80
augstu,145,100
dziesma,296,96
mācījās,137,100
lasīja,135,100
spārniem,133,100
noteica,130,100
lieliski,129,100
visvairāk,121,100
jauniem,158,99
stāsti,193,98
roku,130,99
zeme,165,98
interesanti,126,99
lapsa,353,93
brīnišķīgi,122,99
spēj,118,99
visa,115,99
dārza,230,96
daudzas,137,98
jautri,127,98
ziedēja,120,98
vidū,111,98
interesantu,149,97
pašā,106,98
zaļa,144,97
kārlis,1023,74
drosmīgs,140,97
palīdzētu,134,97
debesu,247,94
sapņoja,130,97
zaļu,118,97
sarkanu,113,97
lūdza,148,96
iznāca,109,97
stundām,140,96
iegāja,137,96
pār,136,96
grāmatu,204,94
kliedza,127,96
aizgāja,125,96
paziņoja,120,96
jāni,194,94
noteikti,115,96
gaida,114,96
izskatās,114,96
garš,110,96
saulē,109,96
vēlāk,109,96
akmeņiem,131,95
aug,117,95
droši,110,95
parasts,109,95
vecs,108,95
rūdolfs,836,76
mīlestības,145,94
laimi,139,94
gudrību,130,94
brīnums,123,94
radīja,117,94
pasaku,269,90
dziļāk,128,93
domāju,126,93
jūsu,120,93
saknēm,120,93
vārdu,119,93
spēcīga,116,93
skaņu,153,92
kājas,111,93
uzmanību,108,93
kādreiz,103,93
palīdzība,122,92
dzīvē,120,92
spīdēt,117,92
zināšanas,145,91
lācis,371,85
interesi,101,92
vecāki,139,91
laimīga,136,91
atgriežoties,96,92
pļavā,211,89
ziemā,170,90
durvis,162,90
dzīvniekus,123,91
aizveda,118,91
pilni,110,91
dīvainu,109,91
skaļi,106,91
ģimene,220,88
kokus,104,91
nakti,138,90
pārsteigts,135,90
mežiem,113,90
strādāt,185,88
zari,108,90
spēka,107,90
cits,104,90
veda,101,90
dalīties,138,89
palīdzēs,99,90
kājām,98,90
zaļo,127,89
ideja,118,89
patiesi,110,89
nezināja,105,89
puķes,180,87
pilsētas,175,87
kādas,98,89
spēlēt,171,87
nelielā,93,89
ēst,130,88
mākoņiem,153,87
atnāca,113,88
iedzīvotāji,149,87
vērot,110,88
mūs,109,88
gulēja,109,88
gudra,104,88
dalījās,103,88
izdomāja,102,88
jāiet,101,88
nevar,100,88
skraidīja,99,88
izmantot,123,87
rozā,118,87
veca,112,87
gar,108,87
nepieciešams,107,87
ģimeni,144,86
brīdi,99,87
šiem,96,87
dari,95,87
peldēja,131,86
kalniem,131,86
jaunām,108,86
lielais,141,85
darbs,134,85
tāda,95,86
tikko,93,86
netālu,91,86
zaļš,91,86
citām,127,85
vēlos,120,85
zāli,114,85
saucās,147,84
brīnumiem,108,85
sirdīs,108,85
jauno,143,84
pirmo,104,85
patiešām,101,85
zaķis,213,82
smaržu,121,84
koks,197,82
sirdis,111,84
sāk,107,84
zivis,138,83
malas,96,84
zvaigzne,285,79
vakaru,117,83
mazās,115,83
mūžu,115,83
ogas,152,82
skriet,113,83
maija,837,64
cilvēks,144,82
kuriem,103,83
apsēdās,100,83
bailes,137,82
matiem,96,83
spārni,132,82
smaržoja,93,83
skatoties,92,83
rīts,90,83
kopš,86,83
pētīt,119,82
svarīgs,112,82
lepni,106,82
nekas,103,82
brīnišķīgu,102,82
savs,99,82
siltu,97,82
ozolu,135,81
svarīga,96,82
atrastu,96,82
skanēja,89,82
atcerēties,120,81
garu,115,81
dažādām,114,81
ilga,148,80
piemēram,109,81
labrīt,145,80
atmiņas,140,80
veco,101,81
vēlies,97,81
iesmējās,95,81
spēcīgi,94,81
milzīgs,94,81
mati,90,81
zaļām,90,81
veidoja,88,81
krāsa,125,80
ceļojumā,110,80
redzot,107,80
ieguva,102,80
pārvarēt,100,80
vakarā,97,80
redzētu,97,80
brīnišķīga,93,80
atceroties,92,80
dažas,91,80
pilnībā,91,80
dzirdējusi,90,80
sagaidīja,90,80
gaitā,87,80
asti,113,79
vecās,113,79
ilgas,108,79
sveiks,105,79
izdarīt,103,79
stāstiem,97,79
beigās,92,79
jebkuru,90,79
tumši,88,79
elpu,87,79
mēness,391,71
pašu,107,78
daži,99,78
atcerieties,99,78
lieta,96,78
mazie,95,78
apskāva,92,78
centās,88,78
lielām,85,78
mazus,84,78
jaunā,115,77
pirmā,104,77
līna,947,55
spīd,102,77
nevaru,100,77
sudraba,136,76
steidzās,96,77
saulīte,133,76
kurus,92,77
tuvojās,90,77
zaļas,89,77
daba,127,76
milzīgu,85,77
jānim,160,75
krāsās,81,77
ezera,180,74
zaru,103,76
daļu,102,76
darba,99,76
skaties,93,76
gaisa,129,75
pasaka,129,75
savam,89,76
kluss,87,76
pareizi,87,76
agrāk,83,76
atstāja,83,76
pūce,297,70
balsis,101,75
likās,99,75
parādīt,92,75
ejam,92,75
krāsainas,91,75
zilu,88,75
plūda,85,75
mierīga,84,75
spožu,84,75
debess,115,74
izpētīt,108,74
apmeklēja,102,74
draudzīgs,94,74
pēteris,628,60
rokām,89,74
enerģiju,89,74
draudzīgi,87,74
spārnu,124,73
klusu,84,74
zaķi,121,73
nekavējoties,81,74
iedzīvotājiem,113,73
krastā,110,73
dāvanu,145,72
drosme,137,72
mācīja,98,73
drosmīgi,96,73
skaistās,96,73
sajūtu,92,73
galvenais,83,73
nāk,82,73
otra,79,73
ciemata,232,69
garas,76,73
medus,227,69
dzied,106,72
atpūsties,101,72
durvīm,100,72
jūru,174,70
anna,555,60
prātā,93,72
ēdienu,128,71
atklājot,88,72
sajūta,88,72
galā,86,72
sapņiem,123,71
īsts,77,72
domā,77,72
savos,75,72
pilsētā,147,70
palīdz,88,71
klusums,88,71
līga,739,54
vēsturi,125,70
pieskārās,86,71
gribi,83,71
maigu,80,71
jebkad,80,71
smilšu,226,67
lejā,98,70
dziļumā,93,70
sveiki,86,70
spēju,84,70
ausīm,84,70
nopūta,83,70
vārdiem,81,70
spoža,81,70
brīnumus,80,70
labākais,80,70
saulainā,77,70
spārnus,111,69
ciemā,178,67
turpināt,100,69
meklē,96,69
sākt,93,69
kurās,90,69
pļavām,85,69
jāpalīdz,82,69
zinot,81,69
zieda,119,68
jāatgriežas,80,69
mierīgs,77,69
redzu,109,68
alā,145,67
vajadzēja,104,68
dziesmām,103,68
bail,96,68
sapņi,132,67
noticis,86,68
vietām,82,68
šūpojās,80,68
sākums,78,68
diezgan,78,68
zila,115,67
krāsainiem,76,68
tumšs,75,68
mārtiņš,517,56
meitenīte,94,67
sauc,93,67
runā,90,67
zināšanu,89,67
galda,85,67
nokrita,79,67
pateicoties,75,67
dvēseles,113,66
neesmu,74,67
sajūsmā,72,67
spējas,106,66
lauku,97,66
sastapa,95,66
vecākiem,94,66
pavasaris,131,65
skaņām,85,66
gulēt,85,66
skaistus,84,66
dārzs,154,64
manas,77,66
iemirdzējās,76,66
galvas,75,66
lapsas,113,65
vajadzīgs,74,66
ūdenī,111,65
ik,72,66
brīnišķīgs,71,66
sniegu,106,65
ēnas,93,65
loga,92,65
spalvas,91,65
sēnes,129,64
bērnus,90,65
pārsteigti,88,65
domas,88,65
radīt,85,65
logu,78,65
pateicīgs,115,64
vārdi,76,65
sejā,76,65
visbeidzot,71,65
īsti,69,65
iepazinās,102,64
mammu,139,63
istabā,99,64
smarža,94,64
skaņa,88,64
dod,87,64
šos,84,64
veidā,82,64
iedomājās,82,64
sevī,81,64
sarkanā,117,63
atradusi,78,64
manu,77,64
izsaucās,77,64
savukārt,76,64
dažreiz,74,64
ceļam,72,64
nespēja,72,64
priekšu,70,64
jūra,138,62
atraduši,97,63
jāņa,131,62
redzējuši,92,63
mācīties,124,62
smieties,85,63
sasniegt,85,63
jauni,82,63
klausoties,79,63
bērns,117,62
dzeltenas,77,63
spēcīgu,76,63
iemītniekiem,113,62
stundas,73,63
apskatīja,72,63
ielika,70,63
pamodās,67,63
tuvu,66,63
pateicīgi,94,62
vīrs,168,60
pārsteigta,91,62
zaļās,89,62
atgriezīsies,86,62
nozīmē,83,62
rūpēties,80,62
nolaidās,72,62
kļuvis,109,61
neparasti,70,62
lēni,66,62
suns,172,59
skaistuma,95,61
draudzības,84,61
jauki,83,61
ilgu,77,61
dzeltenu,77,61
zināšanām,74,61
vienam,73,61
bailēm,70,61
vakars,69,61
gluži,69,61
nodomāja,68,61
parasta,68,61
lika,65,61
baltas,65,61
zīmēt,128,59
iespēja,80,60
lidinājās,79,60
atbildes,78,60
smaids,76,60
sapņus,114,59
tavu,74,60
iedeva,72,60
paskaties,71,60
izmantoja,70,60
rietēt,61,60
vissvarīgākais,61,60
ēda,91,59
dejot,119,58
kārtībā,75,59
kļūst,71,59
priekā,68,59
grūts,66,59
klusa,66,59
brīnišķīgo,65,59
neparasts,65,59
atstājot,61,59
spēli,88,58
mīļā,86,58
pilsētu,119,57
bīstams,72,58
zarus,72,58
saņēma,70,58
veids,70,58
metās,69,58
pārējie,65,58
atvērās,65,58
klāja,65,58
medu,140,56
puķu,101,57
zvaigzni,137,56
pēdas,98,57
atmiņu,91,57
cilvēkus,89,57
zivju,86,57
dzīvības,124,56
sapnis,84,57
miers,81,57
ziemassvētku,347,50
pārliecināts,78,57
ierosināja,76,57
skolā,114,56
stāstos,75,57
tumsa,112,56
bijusi,73,57
tavs,72,57
ceļiem,72,57
ausis,72,57
tava,69,57
centrā,68,57
satikās,64,57
apzinājās,62,57
nolika,61,57
vajadzētu,61,57
izlīda,61,57
mākoņi,99,56
saka,98,56
dārgumu,136,55
laimes,93,56
būtnes,83,56
ceļojuma,81,56
ātrāk,77,56
atvērt,74,56
rīt,72,56
gribētu,72,56
laukiem,72,56
pietiekami,72,56
ģimenei,106,55
pavadīt,65,56
manā,65,56
nesa,65,56
silts,65,56
biju,103,55
visapkārt,64,56
turēja,62,56
silta,61,56
nopietni,61,56
staigāja,60,56
zaros,59,56
kopīgi,94,55
zāle,83,55
saistīts,80,55
svētku,118,54
lapsu,78,55
briesmām,77,55
kļuvusi,75,55
pūta,75,55
tētis,190,52
meitenes,111,54
dzeltenā,68,55
laime,103,54
gaiss,64,55
strauji,60,55
jāmeklē,57,55
sevis,55,55
ciema,167,52
ejot,83,54
skaistākās,67,54
atradīsim,67,54
varat,65,54
milzīga,64,54
pēdējo,62,54
smaidot,62,54
aicināja,60,54
nepieciešama,60,54
paši,60,54
sarunājās,58,54
lieli,58,54
putniņš,173,51
zīmēja,91,53
zivīm,85,53
skumjas,82,53
drošībā,81,53
tai,78,53
atradu,78,53
tēvs,148,51
formas,71,53
zinām,71,53
vēlmi,69,53
atklātu,66,53
staru,65,53
jaunās,62,53
nebūs,62,53
taku,62,53
dara,62,53
alas,100,52
visam,61,53
pievienojās,60,53
rādīja,60,53
pili,133,51
spožām,54,53
norādot,54,53
dārgums,92,52
saulainu,53,53
ezeru,91,52
ģimenes,82,52
baudīt,72,52
mainīt,71,52
ziema,108,51
augšā,68,52
pasaulei,66,52
iemītnieki,104,51
meiteni,65,52
spožas,62,52
šīm,62,52
zaļi,62,52
mājiņā,61,52
balts,61,52
lieliska,59,52
kurām,59,52
sildīja,58,52
rokā,58,52
gadiem,57,52
skaistām,57,52
mirkli,55,52
dīvaini,55,52
zilā,93,51
ziemu,92,51
sarkanām,53,52
augiem,72,51
cieņu,70,51
sniegā,106,50
akmeņus,63,51
draudzene,62,51
šim,61,51
iedomāties,59,51
mierā,58,51
spēlējoties,58,51
labākā,55,51
dziļā,55,51
jautrs,55,51
veidojot,55,51
maziem,54,51
viegls,54,51
izlēca,53,51
upi,91,50
neliels,52,51
visai,83,50
ledus,154,48
dabā,70,50
iespēju,70,50
augsti,69,50
krastu,68,50
drosmīga,68,50
vajadzīga,67,50
zili,65,50
labāko,64,50
dziļumos,64,50
nosaukumu,61,50
augšu,61,50
brīnījās,61,50
baudīja,61,50
tuvumā,60,50
skumji,60,50
ievēroja,60,50
pieredzi,59,50
sākas,58,50
cita,58,50
balta,58,50
zils,96,49
cerības,57,50
pāris,55,50
otrā,54,50
augstāk,85,49
pateicīga,83,49
vāvere,118,48
burvību,74,49
pavasarī,66,49
putniņi,104,48
liekas,61,49
dziesmās,60,49
leģendu,56,49
dziļumiem,56,49
lūdzu,56,49
cenšoties,55,49
satraukti,55,49
dziļa,54,49
apaļš,54,49
stariem,53,49
vislabāk,53,49
gaidot,53,49
laikiem,51,49
zilo,79,48
vau,76,48
vientuļš,70,48
sapņu,106,47
gatavoties,67,48
radības,67,48
lido,65,48
pēdējā,65,48
priežu,64,48
augļus,63,48
jaunais,62,48
mākoņu,177,45
saskatīt,60,48
čivināja,60,48
aizlidoja,59,48
ziedlapiņām,58,48
baidījās,58,48
saknes,57,48
iemācīja,57,48
laipni,56,48
palikt,55,48
augi,54,48
gatavojās,53,48
atzina,53,48
spēlējas,53,48
sejas,49,48
jauka,49,48
augšas,67,47
ziedlapiņas,66,47
ceļoja,64,47
ieteica,64,47
cepuri,63,47
dvēseli,62,47
pūces,100,46
lēkāja,59,47
gudru,58,47
savāca,57,47
augt,57,47
spēkiem,57,47
aplūkoja,56,47
smiekliem,56,47
wow,56,47
aizvien,55,47
spēlē,55,47
auksts,55,47
svarīgākais,54,47
palīdzēšu,54,47
ieelpoja,54,47
ikviens,54,47
izmantojot,53,47
oho,53,47
veidu,52,47
atcerēsies,52,47
virsū,52,47
katrai,51,47
mīl,50,47
divas,50,47
mēģinot,49,47
zaļiem,48,47
sēžot,48,47
nevienam,47,47
mammas,76,46
kārlim,151,44
dzīvību,70,46
spalvu,69,46
dāvanas,106,45
brīnumi,64,46
šogad,64,46
redzēju,63,46
labdien,62,46
garlaicīgi,62,46
mīlēt,62,46
elza,483,35
prata,60,46
mākonis,136,44
cīnījās,59,46
mērķi,59,46
dažus,57,46
spīdumu,57,46
kurai,56,46
kokos,55,46
dzeltena,55,46
nākamo,54,46
apbrīnoja,54,46
atspoguļoja,53,46
nemaz,53,46
sarkanas,53,46
virzienā,52,46
apsolīja,52,46
lūk,52,46
darīja,51,46
radot,51,46
izrādījās,51,46
tūkstošiem,50,46
paša,50,46
siltā,49,46
svarīgu,48,46
ieinteresēts,86,45
pļava,84,45
atceros,68,45
atslēga,106,44
ikdienas,61,45
veidot,59,45
spīdošu,59,45
dziedāšanu,57,45
atklājās,55,45
silti,55,45
vecākais,54,45
neviena,53,45
interesants,52,45
jautājumu,52,45
tumšu,52,45
vērts,51,45
atradīs,51,45
maiga,51,45
atgriezies,51,45
spīdīgu,51,45
ej,50,45
katras,50,45
rūpējās,49,45
apkārtējo,49,45
pulcējās,48,45
dot,69,44
vecmāmiņa,145,42
varēsim,66,44
tumsā,66,44
zemēm,64,44
putna,64,44
bīstami,61,44
jūtu,61,44
rūpes,59,44
varavīksnes,97,43
mirdzēt,57,44
iemācīties,56,44
spožāk,56,44
vasarā,55,44
sieviete,93,43
mākoņus,54,44
kādi,53,44
mirgoja,52,44
lieliem,51,44
valodu,89,43
ābolu,127,42
meži,50,44
vēlme,49,44
tūlīt,48,44
krūmu,48,44
zīmes,84,43
satvēra,44,44
pils,119,42
ciemu,80,43
upe,70,43
dārgumus,70,43
uzdevums,69,43
smiekli,65,43
dāvana,63,43
rudenī,63,43
labiem,57,43
pilsēta,94,42
sajūtot,55,43
plānu,55,43
gudrā,93,42
kalnā,54,43
cerība,52,43
avots,89,42
dēļ,50,43
četri,88,42
darīsim,49,43
nokļuva,49,43
jūtas,48,43
atklājumiem,47,43
jauks,47,43
piepildīja,46,43
krāsainām,45,43
saprotu,43,43
kļuvuši,77,42
skolas,76,42
ceļot,68,42
iziet,66,42
dejo,64,42
gudrais,63,42
saglabāt,61,42
vislabākais,58,42
melodijas,58,42
naktis,57,42
lidojot,55,42
augu,55,42
apņēma,54,42
piedāvāja,51,42
vadīja,51,42
ogu,51,42
palīdzēsim,51,42
izņēma,50,42
turpmāk,49,42
piecēlās,49,42
vispār,49,42
krāsainu,48,42
diviem,47,42
ved,47,42
izstāstīja,47,42
skatienu,46,42
aizvēra,46,42
vienas,46,42
vāveres,84,41
pateica,45,42
kādam,45,42
šķērsoja,44,42
neliela,44,42
sākot,43,42
paliek,43,42
maijas,81,41
ziemai,71,41
lāci,71,41
vētras,71,41
sarkanās,69,41
spēlēm,53,41
augšup,53,41
pazudis,52,41
drosmes,51,41
lielās,51,41
skatu,50,41
jaunajiem,50,41
melodiju,50,41
gadus,50,41
mirdzošu,50,41
lielajā,50,41
muguras,50,41
izstaroja,49,41
upēm,47,41
kokā,47,41
ziņkārīgs,46,41
atnācis,46,41
nevienu,45,41
