word,count,doc_count
այդպես,501,347
պատմությունը,521,340
շարունակեց,474,343
եք,742,325
կարմիր,734,325
եւ,2235,223
բարձր,496,334
օրը,518,324
աշխարհը,608,315
լինում,488,321
գտնել,507,319
տարբեր,450,321
դրանք,537,314
ձեզ,670,304
պատմեց,489,314
աղջիկ,407,319
ինչ-որ,501,311
օրվանից,375,319
օգնում,477,311
մեկը,420,313
խաղալ,561,300
իհարկե,509,302
անտառի,1029,266
ճանապարհը,555,297
անին,2235,184
անունը,431,303
պատմում,471,299
մինչև,421,302
արագ,450,300
տվեց,423,300
լավագույն,453,296
լույսը,689,279
շնորհակալություն,450,294
անել,457,291
ձայնը,463,290
քո,560,283
հանկարծ,421,292
կար,387,294
այստեղ,432,286
հիմա,487,281
դեռ,409,286
կանաչ,472,281
կապույտ,566,271
այո,511,274
ծառի,543,271
երջանիկ,426,278
լույսի,492,273
գյուղում,420,277
մարդիկ,463,274
երկար,355,281
մարդկանց,510,268
լեռների,487,269
միմյանց,481,269
ցանկանում,358,276
հանդիպեց,423,271
կարծես,462,268
չեմ,434,269
տեսնել,382,271
մտածում,396,270
ծաղիկները,637,252
առաջին,390,268
այսօր,443,264
դե,513,256
ծառերի,437,261
գտնվում,338,267
կարևոր,407,262
ընկերներ,437,259
կա,367,263
անտառում,560,250
կախարդական,945,224
բարև,573,247
գալիս,363,261
կյանքը,357,259
փայլում,370,258
գնալ,348,259
նույնիսկ,343,256
շարունակում,333,255
լույս,431,247
որովհետև,361,251
հրաշալի,447,245
չէ,343,251
ծաղիկներ,399,247
չէին,337,251
նայեց,322,252
կամ,361,249
տեսան,389,247
բոլորին,369,248
կարողանում,342,249
հին,481,238
ինչու,355,246
ասում,353,246
զգաց,395,243
լինի,338,246
զարմացավ,318,247
տեսնում,343,245
վերադարձավ,292,246
նստած,305,245
խոսում,335,240
սիրտը,360,238
պատրաստ,334,239
հասան,335,237
ծաղիկների,551,222
սպասում,298,234
տալիս,339,231
խելացի,356,229
վազեց,338,230
չի,303,232
իրեն,310,231
դժվար,299,231
դարձան,281,232
ձայն,290,231
վերջապես,307,229
գնաց,303,229
գնում,312,228
անունով,267,230
ուժեղ,357,223
նման,294,227
հասավ,282,227
անում,312,223
վախենում,341,220
այնքան,304,222
զգում,303,222
գիտեմ,288,223
քիչ,305,221
բաներ,303,221
լեռան,511,207
հիշում,285,221
շարունակեցին,296,219
գյուղի,447,208
սիրելի,308,216
վերցրեց,277,218
ունի,289,217
նույնպես,287,217
սա,330,213
կրկին,316,213
մյուս,321,212
ո,336,210
երգում,333,208
երեխաները,546,193
գաղտնիքները,407,202
լինելով,272,211
թաքնված,358,205
խորը,264,211
գաղտնի,482,196
ճիշտ,329,205
գտավ,279,208
կողքին,278,208
հիանալի,286,207
մայրիկը,779,174
ահա,263,208
ճանապարհին,258,208
սպիտակ,395,198
անտառը,413,196
ծառերը,308,203
յուրաքանչյուր,292,203
այսպես,244,206
երազում,299,202
լինելու,281,203
խոսքերը,273,203
ուրախացավ,256,203
ձեր,340,195
արամը,1313,130
կլինի,261,199
իրար,272,198
աշխարհի,313,195
նորից,283,197
ովքեր,260,198
ժպտալով,303,194
վերադարձան,230,198
պատմություններ,278,194
տեսել,252,195
նայում,245,195
լույսով,291,191
հեռու,235,192
այլև,271,189
ր,338,183
լցված,224,190
երկնքում,297,185
մնաց,222,189
շուտով,249,186
քամին,398,176
ընկերներին,257,185
կյանքի,252,185
նկատեց,221,187
հանդիպեցին,274,183
եկել,242,185
արկածների,270,183
արկածները,311,180
բազմաթիվ,233,183
եկեք,323,176
որոշեցին,277,179
գնանք,314,175
կարելի,239,180
առաջ,208,182
սիրով,243,178
շուրջը,218,178
կան,246,176
կոչվում,221,177
թվում,241,175
ընկերների,239,175
ընկերները,313,170
փորձում,230,175
կենդանիների,274,171
տղա,214,175
պատմություն,220,172
ունեին,205,173
պատմությունները,260,168
ձայնով,200,172
անց,192,172
վառ,246,168
հեռավոր,192,171
բացեց,200,170
թռչում,304,163
ջան,416,155
փայլուն,220,168
խոշոր,277,164
անտառ,282,163
լեռնային,295,162
գաղտնիքը,351,158
օգնեց,225,165
գնացին,210,165
լեռները,295,159
ապա,200,165
աչքերով,182,166
թռչել,388,152
այդքան,206,163
սերը,279,158
միջով,204,163
քան,189,164
թռչունների,276,158
կային,198,163
լսելով,201,162
գույներով,227,160
պատմել,212,161
պարզապես,205,161
անի,321,152
խոսել,230,158
ուշադիր,205,159
շնորհակալ,195,158
սովորեց,235,155
մութ,269,152
կարծում,207,156
հաճախ,175,158
երգը,396,143
տալ,199,156
դեղին,259,150
առավոտյան,199,154
նստեց,181,155
այժմ,204,153
կօգնեմ,186,154
աշխարհում,215,152
գյուղ,200,153
վ,214,152
երկինքը,228,151
արկածներ,207,152
ծիծաղում,192,153
ինչո,185,153
վեր,183,151
ոսկե,312,142
դրա,172,151
ւ,193,149
հաջորդ,185,149
ինքը,198,148
մտավ,168,150
թույլ,183,148
աչքեր,166,149
լեռներում,263,141
որպես,184,146
մաքուր,219,143
առավոտ,187,145
կ,389,131
ոչինչ,192,144
քամու,262,139
չգիտեմ,199,143
ջուր,208,142
բնության,236,140
սրտում,191,143
կանգնած,172,144
հասկացան,183,143
էի,271,137
լսեցին,179,143
լցվեց,181,141
փափուկ,192,140
հիշեց,176,141
անցան,185,140
ծաղիկներով,174,140
արծաթե,322,130
այլևս,182,139
եղել,186,138
չեն,170,139
հենց,170,139
բացականչեց,172,138
անցավ,166,138
տխուր,211,134
գիտեին,179,136
ջուրը,230,132
տան,179,135
ընկեր,186,134
տունը,257,129
եկան,162,135
յ,234,130
հատուկ,171,134
ամենամեծ,169,134
լուսավորում,174,133
ինչքան,161,133
ապրել,157,133
փորձեց,186,131
իմանալ,178,131
ընկերը,175,131
ինչի,158,132
եկ,198,129
ջրի,238,126
եղավ,174,130
հետևում,172,130
ուրախություն,156,131
երեխաների,197,128
երբեմն,162,130
գյուղը,221,126
պարում,218,126
պահին,148,130
բարձրանալ,176,128
ծաղիկ,197,126
կողմից,148,129
գտան,173,127
առանց,151,128
մարդ,160,126
լուսավոր,181,124
գրկեց,166,125
գագաթին,189,123
տարօրինակ,152,125
ծիծաղեց,157,124
իմաստուն,184,122
բոլորի,154,124
ուր,151,124
այգում,217,119
սեփական,152,123
փնտրել,164,122
թռչունները,230,117
անսովոր,180,120
սիրո,194,119
ցանկացած,144,122
մտածել,140,122
տարավ,139,122
հատկապես,136,122
երգել,221,116
համեղ,190,118
վրայով,174,119
կենդանիները,242,114
ունեն,140,120
սիրտ,151,119
իսկական,149,119
չենք,145,119
սարսափելի,186,116
ծեր,245,112
սակայն,153,118
որոնց,130,119
զարմանալի,157,117
կենդանիներ,141,118
մեղմ,148,117
վերջո,131,118
ուժ,158,115
ձեռքը,153,115
ուժը,182,113
հասկանում,138,115
երգեր,151,114
երգերը,191,111
լցնում,143,114
ծովի,486,91
սև,186,111
գեղեցկությունը,153,113
ժպտում,137,114
ամենակարևորը,134,114
հայտնվեց,134,114
վտանգավոր,145,113
գաղտնիք,168,111
մայրիկ,252,105
ծաղկում,168,110
ծաղիկը,301,101
գիշեր,181,109
ընկերությունը,178,109
այնպես,127,112
զգույշ,156,110
բերել,146,110
որքան,130,111
լուսնի,324,98
թևերը,189,107
սրտի,136,110
ոսկեգույն,162,108
իսկապես,132,110
չես,130,110
երիտասարդ,127,110
զվարճալի,155,107
հայտնի,139,108
սկսած,122,109
սկսվեց,122,109
վա,163,106
մինչ,115,109
գույների,159,106
տաք,159,106
ք,156,106
ճանապարհորդությունը,185,104
թռչուն,145,106
գիտես,129,107
հետաքրքրվեց,140,106
երկու,154,105
երեխաներին,154,105
լուսինը,422,87
հանգիստ,121,107
ունեմ,144,105
տանել,126,106
ն,199,101
լողում,154,104
պահում,124,106
լեզվով,138,105
զարմացած,122,106
հայաստանի,149,104
ունես,134,105
երեք,207,100
սկսում,141,104
ծածկված,139,104
վազում,137,104
կարողացավ,121,105
աճում,135,104
մենակ,154,102
բնությունը,153,102
ղ,138,103
տեղ,118,104
կյանքում,117,104
լինես,129,103
մազեր,111,104
իրական,123,103
սովորել,151,101
անմիջապես,121,103
քարի,162,100
հասնել,146,101
լեզուն,184,98
ունենալ,124,102
խորքում,138,101
կենդանիներին,138,101
մայրիկի,164,99
հասկանալ,147,100
ում,131,101
տեսնելով,113,102
գտնվող,112,102
որն,126,101
սովորական,110,102
լսվեց,123,101
հավաքել,135,100
փնտրում,134,100
ընթացքում,117,101
դառնում,117,101
թռչունը,280,90
օրինակ,128,100
անցնում,111,101
տատիկը,365,84
աշխարհ,154,98
լուռ,124,100
թռչուններ,122,100
ծառ,136,99
այգի,163,97
բարձրանում,117,100
խորհրդավոր,161,97
տանում,123,99
օգնության,132,98
հեքիաթներ,145,97
անընդհատ,115,99
տալով,112,99
նայելով,111,99
անուշը,676,61
դանդաղ,136,97
ավարտվեց,106,99
լինենք,119,98
ծանր,118,98
թեթև,145,96
այնուհետև,115,98
պարզ,114,98
լայն,113,98
լեցուն,127,97
գույները,216,91
ճանապարհ,125,97
մայր,153,95
անենք,123,97
առաջինը,108,98
ուրախացան,107,98
վախեցավ,107,98
դեմ,120,97
մոտեցան,117,97
արամ,172,93
երկինք,138,95
խիտ,107,97
հաղթահարել,133,95
կախված,115,96
քարը,278,85
ծառը,248,87
սկսել,112,96
բաց,111,96
հավատում,110,96
դրեց,108,96
մտնել,107,96
խնդրեց,105,96
բարությունը,144,93
մյուսներին,129,94
վերադառնալ,114,95
քարերի,139,93
միայնակ,120,94
մարիամը,522,67
վայր,114,94
լինեն,113,94
օգնելու,111,94
շնորհիվ,110,94
արթնացավ,108,94
լցվեցին,106,94
լավը,134,92
կարդալ,144,91
աստղերը,218,86
քար,112,93
դարձել,111,93
տվեցին,110,93
պատրաստվում,109,93
ուրախությունը,123,92
անունն,119,92
ծառեր,116,92
հանդիպում,109,92
պայծառ,121,91
դրանց,103,92
մեծացավ,102,92
ժամանակը,100,92
քայլում,112,91
ուրիշներին,137,89
բարձրացավ,107,91
ամենուր,106,91
պես,106,91
խաղաղ,105,91
մտան,107,90
գաղտնիքներ,132,88
լուսինեն,506,63
շարժվում,106,89
լաց,131,87
մազերը,99,89
աստղերի,218,81
անհրաժեշտ,98,89
օգտագործել,112,88
հզոր,123,87
գունավոր,160,84
արեց,100,88
երկնքի,144,85
տանը,114,87
համաձայնեց,99,88
տատիկի,188,82
ոք,97,88
քաղցր,110,87
ասացին,109,87
ձյունը,205,80
գարնանային,188,81
հեքիաթը,143,84
դուր,109,86
լսեցի,108,86
նշանակում,122,85
բնակվում,92,87
գիշերը,166,82
ողջ,104,86
արջի,146,83
մնալ,95,86
խաղացին,108,85
արջը,322,70
խորքերում,141,82
մայրիկին,126,83
խաղալու,95,85
սիրել,108,84
մասը,93,85
առաջարկեց,100,84
նույն,97,84
հսկայական,111,83
չար,198,77
օրվա,93,84
կորցրել,106,83
անիի,162,79
արմենը,536,54
գաղտնիքների,114,82
աստիճանաբար,98,83
ձեռքերը,98,83
արևոտ,142,80
պարել,155,79
աշխատում,107,82
կանչեց,92,83
տարի,121,81
անծանոթ,106,82
իրենք,106,82
ինչպիսի,106,82
ձայները,119,81
գրված,117,81
կյանք,97,82
պահ,96,82
հայտնեց,95,82
լսվում,95,82
վարդագույն,107,81
արեւի,181,76
գեղեցկությամբ,90,82
հաճելի,89,82
հավաքվեցին,88,82
գետի,191,75
հիասքանչ,99,81
գալ,98,81
հետաքրքրված,108,80
հետևից,107,80
հետաքրքրասեր,90,81
խոստացավ,89,81
լեռներով,89,81
քարեր,114,79
ունենք,98,80
լեզվի,127,78
քայլել,96,80
իրականում,95,80
գլուխը,93,80
պապիկը,284,67
հեքիաթային,190,73
պատահել,85,80
դառնալ,114,78
պատրաստել,114,78
ասես,109,78
ներքո,93,79
ասել,86,79
հեշտ,100,78
ծովային,278,66
ինքն,94,78
շողում,94,78
մտքերը,103,77
թռավ,102,77
հնարավոր,87,78
մարզվել,130,75
բերում,100,77
անցնել,100,77
սեր,100,77
վախեցած,85,78
ստեղծել,110,76
մայրը,184,71
երեխաներ,94,77
նկարել,183,71
հեքիաթ,107,76
ուտել,98,76
կենտրոնում,83,77
տերևները,112,75
այգին,184,70
աղջիկը,154,72
երեկոյան,92,76
սրտերը,91,76
փորձել,89,76
երկուսն,102,75
վերջին,85,76
ուրախությունից,84,76
քարերը,143,72
կարիք,97,75
շշնջաց,96,75
հավաքում,93,75
ճանապարհորդել,106,74
մարմինը,90,75
ամենը,88,75
օրերը,88,75
ափին,117,73
ընկավ,86,75
իջավ,84,75
հա,113,73
շուրջ,82,75
կյանքով,82,75
այգու,156,70
անսահման,96,74
խոսքը,81,75
շրջապատված,79,75
տեսա,103,73
հպարտ,88,74
պատմության,98,73
մանուշակագույն,97,73
հետաքրքրությամբ,82,74
արկածը,96,73
կանգնեց,80,74
չնայած,80,74
վախեցիր,78,74
լճի,181,67
գնա,91,73
նախ,86,73
մնացին,86,73
մոխրագույն,130,70
կարո,85,73
խոսեց,84,73
բարության,87,72
անիին,131,69
մեկին,86,72
կատարել,85,72
ներս,85,72
չէի,85,72
գիրքը,204,64
երկրի,128,69
բոլորն,83,72
խորհուրդ,82,72
գիրք,96,71
լինելը,96,71
լիներ,79,72
տնից,79,72
աշխատել,108,70
ևս,78,72
անահիտը,406,50
լեռներ,90,71
վերջ,75,72
սովորեցին,88,71
սովորում,88,71
ուրախանում,88,71
հետևել,87,71
ճառագայթները,114,69
երկրորդ,99,70
սրտերում,82,71
հավաքեց,81,71
անցկացնում,79,71
շարունակվում,77,71
ծիծաղել,105,69
օդը,75,71
գունագեղ,104,69
քաղաքի,163,65
լիքը,102,69
թարմ,84,70
լիովին,82,70
գտել,81,70
ջերմ,80,70
վատ,108,68
վազել,93,69
լավն,89,69
զգալ,88,69
նայեցին,85,69
կօգնի,84,69
խաղեր,97,68
ներսում,80,69
կատարվում,80,69
ձեռք,79,69
մնում,77,69
երջանկությամբ,76,69
բարձրացրեց,73,69
մոտենում,72,69
բացվում,86,68
օգնեցին,83,68
ընկերն,82,68
խաղերը,109,66
գիտե,76,68
դժվարությունները,76,68
բացատրեց,76,68
դրանից,75,68
հրաժեշտ,75,68
մոտակա,74,68
անսպասելի,88,67
տեղի,73,68
ամուր,87,67
մեղր,146,63
լեռը,116,65
ուրախության,85,67
լիարժեք,84,67
լողալ,96,66
մշտապես,80,67
վազեցին,79,67
ուրիշ,77,67
չպետք,76,67
օ,90,66
բացվեց,75,67
համարձակ,104,65
երազանքները,145,62
էինք,144,62
մ,129,63
կապված,84,66
ձմռանը,113,64
գուցե,92,65
լցվում,75,66
ընտանիքը,134,62
խիզախ,119,63
ուժով,72,66
հասնում,70,66
տեսք,70,66
սրտով,82,65
իմացավ,80,65
հոգնած,78,65
ուսումնասիրել,78,65
լեգենդ,78,65
պատմեցին,78,65
գանձը,197,57
խնդրում,77,65
իմանում,75,65
զգուշորեն,89,64
ձյան,192,57
անհետացավ,70,65
այսպիսով,68,65
դուռը,127,61
գրքեր,97,63
ամպերը,126,61
ծնողներին,80,64
գարունը,169,58
արջ,94,63
արև,123,61
սենյակում,77,64
կարողանա,77,64
փոխել,76,64
ընտանիքի,89,63
ծառերով,68,64
քաջ,110,61
երբև,64,64
լանջին,77,63
հանդիպել,76,63
վայելել,75,63
ծովը,147,58
բոլորս,86,62
ապրեցին,71,63
սովորեցրեց,70,63
մեկի,70,63
օգնելով,68,63
արամի,139,58
դավիթը,393,41
գտնելու,76,62
փակեց,76,62
ձմռան,135,58
այդպիսի,74,62
բնակիչները,88,61
սկսվում,72,62
գտնում,72,62
ուրեմն,72,62
ծաղիկներին,86,61
հետևեց,70,62
մտնում,70,62
թագավորությունը,144,57
թագավորության,158,56
ժամ,68,62
ձայներ,68,62
սենյակ,82,61
ընկերության,67,62
պապիկի,126,58
ժամանակն,66,62
ջերմությունը,92,60
արկածներով,76,61
գրկելով,74,61
երեկո,73,61
արժանի,73,61
աշխարհին,72,61
շտապեց,71,61
խոր,70,61
սենյակը,84,60
ոտքերը,67,61
այդտեղ,66,61
երջանկություն,80,60
զարմացան,65,61
սկզբում,65,61
արջուկը,214,51
երգ,75,60
արծվի,134,56
բերեց,74,60
գանձեր,103,58
հեքիաթները,98,58
գույնի,68,60
վայրը,67,60
կերպով,66,60
ուղղակի,65,60
թանկարժեք,75,59
սառը,74,59
աղվեսը,178,52
ձկներ,73,59
գարնան,102,57
փայլել,70,59
երազել,97,57
շունչ,66,59
շարունակվեց,66,59
առջև,66,59
ամենաբարձր,80,58
տեղում,65,59
լցրեց,62,59
մոր,90,57
կարդում,74,58
աղջկա,73,58
լուծում,72,58
գտա,83,57
խորքը,68,58
գտնենք,67,58
կողմը,64,58
պատճառով,62,58
օրից,62,58
պաշտպանում,76,57
ունեցավ,60,58
լուսավորել,74,57
շագանակագույն,73,57
գույնը,87,56
ճանապարհորդության,71,57
նուրբ,71,57
հիացած,70,57
ունեցել,69,57
հրաշք,83,56
անելու,68,57
գանձերը,172,50
երազանքների,112,54
երջանկությունը,97,55
քարե,140,52
վաղ,65,57
կգտնենք,65,57
քաշեց,64,57
քարանձավ,108,54
արել,63,57
թաքնվում,63,57
պատասխանեցին,77,56
չգիտեր,62,57
կենդանի,76,56
վայելում,61,57
փորձենք,74,56
արծաթագույն,100,54
պահել,70,56
անպայման,69,56
լ,96,54
օգտակար,66,56
լսելու,66,56
հայկը,335,38
եզրին,65,56
փայտե,91,54
թռչունի,89,54
մարզվում,73,55
անտառներով,58,56
ծիծաղեցին,58,56
չմոռացավ,57,56
օրեր,56,56
խաղ,69,55
մոռանա,67,55
դիտում,64,55
գյուղացիները,108,52
արամին,93,53
ձայնի,63,55
տարիներ,62,55
մտածելով,62,55
ձեռքին,61,55
համաձայնվեց,61,55
մոռանում,60,55
ծնողները,88,53
ծաղկի,72,54
լուծել,68,54
կորած,97,52
լարված,67,54
հաղթել,80,53
տները,65,54
մարդու,64,54
հանեց,63,54
ամպերի,107,51
բարությամբ,76,53
նստեցին,60,54
փոխվել,59,54
ձմեռը,103,51
երկիրը,102,51
նկարում,102,51
սովորեցնում,72,53
գետը,101,51
դեպքում,55,54
ա,323,36
բացել,68,53
երազանքը,82,52
հասկացա,64,53
օգնենք,63,53
մրգեր,76,52
հոսում,61,53
տատիկին,75,52
երևում,60,53
վերև,60,53
թռչեց,74,52
նրանցից,58,53
ունենում,58,53
մարիամ,86,51
տես,69,52
վստահ,66,52
մոգական,123,48
մորը,76,51
պահպանել,61,52
կատուն,180,44
քարանձավի,90,50
գետնին,75,51
շարժվել,60,52
միջոցով,59,52
աղվեսի,73,51
դեռևս,58,52
իմանալով,58,52
տիգրանը,296,36
ձյուն,84,50
էիր,68,51
մոտակայքում,53,52
ծաղկել,66,51
ցուրտ,65,51
ծաղիկներից,64,51
անուշ,93,49
արագորեն,63,51
կօգնենք,63,51
գեղեցկության,62,51
խաղալով,61,51
ներքև,60,51
խաղը,88,49
հանձնվում,57,51
ծիծաղելով,57,51
ինչը,57,51
լռեց,57,51
ձմեռային,115,47
արջուկ,85,49
թռչող,84,49
բակում,64,50
ընկերոջը,62,50
ուտում,62,50
ուղղությամբ,60,50
հույսով,59,50
վերջում,59,50
կլինեմ,58,50
վայրեր,58,50
երկնքին,56,50
գնամ,56,50
առողջ,54,50
արծիվը,173,42
դռան,68,49
ծիծաղը,68,49
տեսարան,53,50
մեծանում,66,49
բացահայտել,66,49
թռչուններին,63,49
օգնություն,63,49
անտառով,62,49
ժամանակի,61,49
գաղտնիքներով,61,49
ծառին,61,49
կփորձեմ,61,49
միանգամից,59,49
ավելացրեց,58,49
խնդիր,58,49
պատմություններով,56,49
բարձրացան,55,49
զգացին,55,49
ձևով,55,49
պատրաստված,54,49
կրում,53,49
վայրում,53,49
խորքերը,67,48
հիշեցնում,50,49
ամենից,50,49
արցունքներով,50,49
միգուցե,63,48
ազատ,62,48
պատմությունների,59,48
լուսին,116,44
բացի,56,48
մամա,145,42
ւմ,55,48
կաղնու,84,46
աշխատանքը,68,47
նկատմամբ,53,48
անհամբեր,53,48
գագաթը,65,47
վաղը,65,47
լուրջ,64,47
ստեղծում,63,47
քայլեցին,63,47
բանը,48,48
հիշիր,60,47
խելոք,59,47
ջերմությամբ,57,47
տեսնելու,55,47
խնամում,55,47
ճյուղերը,69,46
ամենագեղեցիկ,68,46
արի,68,46
կտոր,53,47
մուգ,52,47
ոգևորված,52,47
մայրի,111,43
կանգ,51,47
կլինեն,51,47
հոգին,65,46
մոտենալով,50,47
դպրոցում,79,45
գույներ,64,46
թևերի,60,46
երեխա,58,46
նարնջագույն,57,46
թաքնվել,57,46
տեղը,56,46
մարում,55,46
դարձնել,53,46
լինեք,67,45
թագուհին,156,39
դեմքը,51,46
թևեր,65,45
խումբ,50,46
մյուսները,50,46
հազարավոր,50,46
արեւը,79,44
վայրի,48,46
ապրեց,48,46
արծիվ,77,44
պահից,46,46
լինեին,46,46
մեղուները,134,40
շշուկը,58,45
հաղթեց,57,45
թագավորը,145,39
դրսում,54,45
արման,113,41
հույս,53,45
ավելին,53,45
աղվես,67,44
գիշերային,81,43
ճանապարհի,51,45
այնպիսի,51,45
արթնանում,50,45
որոշ,50,45
իրոք,50,45
աստղ,79,43
հոգնել,48,45
ջերմություն,48,45
դադարեց,48,45
կարողացան,47,45
գոյություն,47,45
երրորդ,61,44
քարերով,46,45
շարունակ,46,45
դարձյալ,56,44
քաղաքում,69,43
պաշտպանել,54,44
հանդեպ,52,44
օգնի,52,44
երազները,96,41
մարել,51,44
հավաքվել,50,44
մազերով,50,44
հսկա,49,44
շարունակել,49,44
գրկում,48,44
լսիր,48,44
գնդակը,137,38
իջնել,62,43
ապրող,62,43
մեկն,47,44
տարածվեց,47,44
տարեկան,46,44
լուսինե,86,41
արջուկի,71,42
սնունդ,56,43
աստղեր,56,43
վախը,70,42
մեղուների,84,41
թևերով,53,43
արարատ,96,40
կգնանք,51,43
գանձ,65,42
անցկացրին,48,43
հաճույքով,48,43
արարածների,62,42
գնալու,45,43
պատրաստում,58,42
ցանկություն,58,42
ձմեռ,147,36
հերոս,72,41
լիճ,57,42
ընկերություն,56,42
խնդիրը,56,42
խնամել,56,42
ամառային,55,42
դպրոց,68,41
գարուն,53,42
մտածեցին,52,42
օդում,51,42
գրել,65,41
անվերջ,50,42
կպատմեմ,49,42
սեղանի,49,42
նստում,47,42
մոտենալ,47,42
պիտի,76,40
այսքան,46,42
թփերի,46,42
զարմանքով,46,42
կարճ,46,42
հարուստ,46,42
ծնողների,60,41
օգտագործեց,45,42
քամուց,45,42
արժեքավոր,59,41
նաեւ,58,41
մարդը,72,40
բույսերը,55,41
արմանը,219,30
ձյունով,54,41
լռության,53,41
աճել,50,41
քաղաքը,94,38
անտեսանելի,94,38
տեսակի,49,41
կապույտը,92,38
գիշերվա,77,39
սերն,47,41
որտեղից,47,41
կորել,61,40
ավարտեց,46,41
անհանգստացիր,46,41
բռնեց,46,41
դարձնում,46,41
կլիներ,46,41
միակ,45,41
ծանոթ,45,41
ժպիտով,45,41
ստանում,44,41
քնեց,44,41
հետաքրքրասիրությամբ,44,41
վայելեցին,43,41
շարժվեց,43,41
պապիկ,117,36
տատիկ,72,39
որևէ,42,41
հիշելով,42,41
տխրեց,42,41
գրքերը,71,39
երկուսով,56,40
ձեռքում,41,41
ծաղիկի,70,39
երազ,69,39
քնում,54,40
լեզու,54,40
լիճը,113,36
չկա,51,40
ընկել,51,40
ունեք,49,40
արեգակը,108,36
հայտնվեցին,47,40
ընկերոջ,46,40
գաղափար,46,40
թագավորություն,59,39
դժվարություն,44,40
անցնելով,44,40
դեմքին,44,40
զվարճանում,43,40
միաժամանակ,43,40
նստել,42,40
մանկական,56,39
արևին,56,39
թագավորությունում,70,38
հոգու,55,39
հերթին,40,40
մեղրը,99,36
բարություն,53,39
հոգ,52,39
անհավանական,52,39
խոտի,52,39
հայրիկը,94,36
կգնամ,47,39
տերևների,47,39
բարդ,47,39
լիլիթը,211,28
ձայներով,46,39
արեգակի,75,37
համաձայն,45,39
պատրաստեց,45,39
լցնելով,45,39
չեք,44,39
մարգագետնում,58,38
նրանից,43,39
ուշադրությամբ,42,39
արմատների,42,39
շրջվեց,41,39
աշխատասեր,54,38
արկածի,54,38
անհամբերությամբ,39,39
վիշապը,173,30
գետակի,82,36
խաղանք,52,38
բարեւ,65,37
փոքրիկը,199,28
տատի,109,34
անուշի,94,35
քարտեզ,49,38
երազանք,49,38
քարանձավում,48,38
մարզիկ,61,37
զբաղված,46,38
յուրահատուկ,45,38
բացվել,45,38
ծիծաղով,44,38
օգնությունը,44,38
լույսերով,44,38
միջև,43,38
բնակիչներին,43,38
պապի,87,35
երաժշտություն,70,36
կօգնեն,40,38
լճակի,83,35
հեքիաթների,65,36
խոսող,50,37
հրաշքները,64,36
խաղալիքներ,48,37
չունեմ,48,37
օգնությամբ,47,37
օգնեք,47,37
նկարեց,76,35
անհասկանալի,45,37
շուտ,45,37
արենը,254,23
լույսերը,59,36
հիշեք,44,37
սկսենք,44,37
վերջը,44,37
ժպիտը,58,36
արարածներ,43,37
ընկերներն,43,37
սոնան,222,25
հավատարիմ,57,36
ուտելիք,42,37
լսի,42,37
օգտագործում,42,37
վերադառնում,41,37
մնա,40,37
լսելի,40,37
կարևորը,40,37
ըստ,39,37
մնացած,39,37
մարմնի,39,37
հետազոտել,51,36
անահիտ,51,36
